condition,frame,true_label,probability_present,confidence_abs_0_5,ood_score,is_ood
night,13070,0,0.0394,0.4606,0.0394,1
night,13080,0,0.0405,0.4595,0.0405,1
night,13090,0,0.0225,0.4775,0.0225,1
night,13100,0,0.0446,0.4554,0.0446,1
night,13110,0,0.0619,0.4381,0.0619,1
night,13120,0,0.0785,0.4215,0.0785,1
night,13130,1,0.0572,0.4428,0.0572,1
night,13140,1,0.0545,0.4455,0.0545,1
night,13150,1,0.0378,0.4622,0.0378,1
night,13160,0,0.0279,0.4721,0.0279,1
night,13170,0,0.0343,0.4657,0.0343,1
night,13180,0,0.0087,0.4913,0.0087,1
night,13190,0,0.0349,0.4651,0.0349,1
night,13200,0,0.0144,0.4856,0.0144,1
night,13210,0,0.0503,0.4497,0.0503,1
night,13220,0,0.0388,0.4612,0.0388,1
night,13230,0,0.0536,0.4464,0.0536,1
night,13240,0,0.0851,0.4149,0.0851,1
night,13250,0,0.0837,0.4163,0.0837,1
night,13260,0,0.0829,0.4171,0.0829,1
night,13270,0,0.0797,0.4203,0.0797,1
night,13280,0,0.1001,0.3999,0.1001,1
night,13290,0,0.0421,0.4579,0.0421,1
night,13300,0,0.02,0.48,0.02,1
night,13310,0,0.0231,0.4769,0.0231,1
night,13320,0,0.0436,0.4564,0.0436,1
night,13330,0,0.0327,0.4673,0.0327,1
night,13340,0,0.0114,0.4886,0.0114,1
night,13350,0,0.0267,0.4733,0.0267,1
night,13360,0,0.0629,0.4371,0.0629,1
night,13370,0,0.0164,0.4836,0.0164,1
night,13380,0,0.0256,0.4744,0.0256,1
night,13390,1,0.0271,0.4729,0.0271,1
night,13400,1,0.0358,0.4642,0.0358,1
night,13410,1,0.0295,0.4705,0.0295,1
night,13420,0,0.0469,0.4531,0.0469,1
night,13430,0,0.0537,0.4463,0.0537,1
night,13440,0,0.06,0.44,0.06,1
night,13450,0,0.0567,0.4433,0.0567,1
night,13460,0,0.0615,0.4385,0.0615,1
night,13470,0,0.0586,0.4414,0.0586,1
night,13480,0,0.059,0.441,0.059,1
night,13490,0,0.0551,0.4449,0.0551,1
night,13500,0,0.0529,0.4471,0.0529,1
night,13510,0,0.0512,0.4488,0.0512,1
night,13520,0,0.0517,0.4483,0.0517,1
night,13530,0,0.0512,0.4488,0.0512,1
night,13540,0,0.0516,0.4484,0.0516,1
night,13550,0,0.0516,0.4484,0.0516,1
night,13560,0,0.0512,0.4488,0.0512,1
night,13570,0,0.0517,0.4483,0.0517,1
night,13580,0,0.0517,0.4483,0.0517,1
night,13590,0,0.0519,0.4481,0.0519,1
night,13600,0,0.0516,0.4484,0.0516,1
night,13610,0,0.0516,0.4484,0.0516,1
night,13620,0,0.0516,0.4484,0.0516,1
night,13630,0,0.0557,0.4443,0.0557,1
night,13640,0,0.0539,0.4461,0.0539,1
night,13650,0,0.0392,0.4608,0.0392,1
night,13660,0,0.0388,0.4612,0.0388,1
night,13670,0,0.0332,0.4668,0.0332,1
night,13680,0,0.0171,0.4829,0.0171,1
night,13690,0,0.0438,0.4562,0.0438,1
night,13700,0,0.0449,0.4551,0.0449,1
night,13710,0,0.0716,0.4284,0.0716,1
night,13720,0,0.0529,0.4471,0.0529,1
night,13730,0,0.0831,0.4169,0.0831,1
night,13740,0,0.0404,0.4596,0.0404,1
night,13750,0,0.0197,0.4803,0.0197,1
night,13760,0,0.0368,0.4632,0.0368,1
night,13770,0,0.0255,0.4745,0.0255,1
night,13780,0,0.0177,0.4823,0.0177,1
night,13790,0,0.0889,0.4111,0.0889,1
night,13800,0,0.1126,0.3874,0.1126,1
night,13810,0,0.0779,0.4221,0.0779,1
night,13820,0,0.0863,0.4137,0.0863,1
night,13830,0,0.054,0.446,0.054,1
night,13840,0,0.0655,0.4345,0.0655,1
night,13850,0,0.0583,0.4417,0.0583,1
night,13860,0,0.0528,0.4472,0.0528,1
night,13870,0,0.0615,0.4385,0.0615,1
night,13880,0,0.035,0.465,0.035,1
night,13890,1,0.0241,0.4759,0.0241,1
night,13900,1,0.0194,0.4806,0.0194,1
night,13910,1,0.0222,0.4778,0.0222,1
night,13920,1,0.0243,0.4757,0.0243,1
night,13930,1,0.0228,0.4772,0.0228,1
night,13940,1,0.0245,0.4755,0.0245,1
night,13950,1,0.0233,0.4767,0.0233,1
night,13960,1,0.0274,0.4726,0.0274,1
night,13970,1,0.0264,0.4736,0.0264,1
night,13980,1,0.0277,0.4723,0.0277,1
night,13990,1,0.0235,0.4765,0.0235,1
night,14000,1,0.0236,0.4764,0.0236,1
night,14010,1,0.0269,0.4731,0.0269,1
night,14020,1,0.0263,0.4737,0.0263,1
night,14030,1,0.0205,0.4795,0.0205,1
night,14040,1,0.0296,0.4704,0.0296,1
night,14050,1,0.0221,0.4779,0.0221,1
night,14060,1,0.0305,0.4695,0.0305,1
night,14070,1,0.0258,0.4742,0.0258,1
night,14080,1,0.027,0.473,0.027,1
night,14090,1,0.0281,0.4719,0.0281,1
night,14100,1,0.027,0.473,0.027,1
night,14110,1,0.0267,0.4733,0.0267,1
night,14120,1,0.0328,0.4672,0.0328,1
night,14130,1,0.0249,0.4751,0.0249,1
night,14140,0,0.0276,0.4724,0.0276,1
night,14150,0,0.0169,0.4831,0.0169,1
night,14160,0,0.0492,0.4508,0.0492,1
night,14170,0,0.0246,0.4754,0.0246,1
night,14180,0,0.0406,0.4594,0.0406,1
night,14190,0,0.031,0.469,0.031,1
night,14200,0,0.026,0.474,0.026,1
night,14210,0,0.0527,0.4473,0.0527,1
night,14220,0,0.0294,0.4706,0.0294,1
night,14230,0,0.045,0.455,0.045,1
night,14240,0,0.0172,0.4828,0.0172,1
night,14250,0,0.0228,0.4772,0.0228,1
night,14260,0,0.0175,0.4825,0.0175,1
night,14270,0,0.0136,0.4864,0.0136,1
night,14280,0,0.0333,0.4667,0.0333,1
night,14290,0,0.0316,0.4684,0.0316,1
night,14300,0,0.104,0.396,0.104,1
night,14310,0,0.0224,0.4776,0.0224,1
night,14320,0,0.0508,0.4492,0.0508,1
night,14330,0,0.0287,0.4713,0.0287,1
night,14340,0,0.0293,0.4707,0.0293,1
night,14350,0,0.0151,0.4849,0.0151,1
night,14360,0,0.0429,0.4571,0.0429,1
night,14370,0,0.0229,0.4771,0.0229,1
night,14380,0,0.0422,0.4578,0.0422,1
night,14390,0,0.0423,0.4577,0.0423,1
night,14400,0,0.042,0.458,0.042,1
night,14410,0,0.042,0.458,0.042,1
night,14420,0,0.0421,0.4579,0.0421,1
night,14430,0,0.0423,0.4577,0.0423,1
night,14440,0,0.0421,0.4579,0.0421,1
night,14450,0,0.042,0.458,0.042,1
night,14460,0,0.0417,0.4583,0.0417,1
night,14470,0,0.0426,0.4574,0.0426,1
night,14480,0,0.0376,0.4624,0.0376,1
night,14490,0,0.0359,0.4641,0.0359,1
night,14500,0,0.049,0.451,0.049,1
night,14510,0,0.0496,0.4504,0.0496,1
night,14520,0,0.0499,0.4501,0.0499,1
night,14530,0,0.0499,0.4501,0.0499,1
night,14540,0,0.0499,0.4501,0.0499,1
night,14550,0,0.0498,0.4502,0.0498,1
night,14560,0,0.0493,0.4507,0.0493,1
night,14570,0,0.0507,0.4493,0.0507,1
night,14580,0,0.0532,0.4468,0.0532,1
night,14590,0,0.0503,0.4497,0.0503,1
night,14600,0,0.0448,0.4552,0.0448,1
night,14610,0,0.0215,0.4785,0.0215,1
night,14620,0,0.0572,0.4428,0.0572,1
night,14630,0,0.0929,0.4071,0.0929,1
night,14640,0,0.0457,0.4543,0.0457,1
night,14650,0,0.0272,0.4728,0.0272,1
night,14660,0,0.0451,0.4549,0.0451,1
night,14670,0,0.0074,0.4926,0.0074,1
night,14680,0,0.0206,0.4794,0.0206,1
night,14690,0,0.0208,0.4792,0.0208,1
night,14700,0,0.0207,0.4793,0.0207,1
night,14710,0,0.0207,0.4793,0.0207,1
night,14720,0,0.0204,0.4796,0.0204,1
night,14730,0,0.0207,0.4793,0.0207,1
night,14740,0,0.0203,0.4797,0.0203,1
night,14750,0,0.0193,0.4807,0.0193,1
night,14760,0,0.0331,0.4669,0.0331,1
night,14770,0,0.0512,0.4488,0.0512,1
night,14780,0,0.0318,0.4682,0.0318,1
night,14790,0,0.0413,0.4587,0.0413,1
night,14800,0,0.0529,0.4471,0.0529,1
night,14810,1,0.0534,0.4466,0.0534,1
night,14820,1,0.0911,0.4089,0.0911,1
night,14830,1,0.0161,0.4839,0.0161,1
night,14840,0,0.0577,0.4423,0.0577,1
night,14850,0,0.0533,0.4467,0.0533,1
night,14860,1,0.049,0.451,0.049,1
night,14870,1,0.0636,0.4364,0.0636,1
night,14880,1,0.0836,0.4164,0.0836,1
night,14890,0,0.0655,0.4345,0.0655,1
night,14900,1,0.0454,0.4546,0.0454,1
night,14910,1,0.041,0.459,0.041,1
night,14920,0,0.0828,0.4172,0.0828,1
night,14930,0,0.0983,0.4017,0.0983,1
night,14940,0,0.1,0.4,0.1,1
night,14950,0,0.0896,0.4104,0.0896,1
night,14960,0,0.0562,0.4438,0.0562,1
night,14970,0,0.0628,0.4372,0.0628,1
night,14980,0,0.0659,0.4341,0.0659,1
night,14990,1,0.0505,0.4495,0.0505,1
night,15000,1,0.0603,0.4397,0.0603,1
night,15010,1,0.0711,0.4289,0.0711,1
night,15020,1,0.0344,0.4656,0.0344,1
night,15030,1,0.0276,0.4724,0.0276,1
night,15040,1,0.0373,0.4627,0.0373,1
night,15050,1,0.034,0.466,0.034,1
night,15060,1,0.0383,0.4617,0.0383,1
night,15070,1,0.0229,0.4771,0.0229,1
night,15080,1,0.0176,0.4824,0.0176,1
night,15090,1,0.0214,0.4786,0.0214,1
night,15100,1,0.0291,0.4709,0.0291,1
night,15110,1,0.0243,0.4757,0.0243,1
night,15120,1,0.0177,0.4823,0.0177,1
night,15130,1,0.0235,0.4765,0.0235,1
night,15140,0,0.0277,0.4723,0.0277,1
night,15150,0,0.0284,0.4716,0.0284,1
night,15160,0,0.0282,0.4718,0.0282,1
night,15170,0,0.0277,0.4723,0.0277,1
night,15180,0,0.0277,0.4723,0.0277,1
night,15190,0,0.0277,0.4723,0.0277,1
night,15200,0,0.0277,0.4723,0.0277,1
night,15210,0,0.0277,0.4723,0.0277,1
night,15220,0,0.0277,0.4723,0.0277,1
night,15230,0,0.0277,0.4723,0.0277,1
night,15240,0,0.0278,0.4722,0.0278,1
night,15250,0,0.0277,0.4723,0.0277,1
night,15260,0,0.0278,0.4722,0.0278,1
night,15270,0,0.0275,0.4725,0.0275,1
night,15280,0,0.0284,0.4716,0.0284,1
night,15290,0,0.0285,0.4715,0.0285,1
night,15300,0,0.0277,0.4723,0.0277,1
night,15310,0,0.0277,0.4723,0.0277,1
night,15320,0,0.0277,0.4723,0.0277,1
night,15330,0,0.0277,0.4723,0.0277,1
night,15340,0,0.0277,0.4723,0.0277,1
night,15350,0,0.0255,0.4745,0.0255,1
night,15360,0,0.0418,0.4582,0.0418,1
night,15370,0,0.0227,0.4773,0.0227,1
night,15380,0,0.0202,0.4798,0.0202,1
night,15390,0,0.0406,0.4594,0.0406,1
night,15400,0,0.0475,0.4525,0.0475,1
night,15410,0,0.0286,0.4714,0.0286,1
night,15420,0,0.045,0.455,0.045,1
night,15430,0,0.0684,0.4316,0.0684,1
night,15440,0,0.0394,0.4606,0.0394,1
night,15450,1,0.0559,0.4441,0.0559,1
night,15460,1,0.0271,0.4729,0.0271,1
night,15470,1,0.0171,0.4829,0.0171,1
night,15480,1,0.0265,0.4735,0.0265,1
night,15490,1,0.0307,0.4693,0.0307,1
night,15500,1,0.0275,0.4725,0.0275,1
night,15510,1,0.0174,0.4826,0.0174,1
night,15520,1,0.014,0.486,0.014,1
night,15530,1,0.0165,0.4835,0.0165,1
night,15540,1,0.0169,0.4831,0.0169,1
night,15550,1,0.0146,0.4854,0.0146,1
night,15560,1,0.0172,0.4828,0.0172,1
night,15570,1,0.0122,0.4878,0.0122,1
night,15580,1,0.0136,0.4864,0.0136,1
night,15590,1,0.0155,0.4845,0.0155,1
night,15600,1,0.0169,0.4831,0.0169,1
night,15610,1,0.0148,0.4852,0.0148,1
night,15620,1,0.0122,0.4878,0.0122,1
night,15630,1,0.0151,0.4849,0.0151,1
night,15640,1,0.0143,0.4857,0.0143,1
night,15650,1,0.0145,0.4855,0.0145,1
night,15660,0,0.0162,0.4838,0.0162,1
night,15670,0,0.03,0.47,0.03,1
night,15680,1,0.0278,0.4722,0.0278,1
night,15690,1,0.0299,0.4701,0.0299,1
night,15700,1,0.0488,0.4512,0.0488,1
night,15710,1,0.0658,0.4342,0.0658,1
night,15720,1,0.0304,0.4696,0.0304,1
night,15730,0,0.0658,0.4342,0.0658,1
night,15740,0,0.0549,0.4451,0.0549,1
night,15750,0,0.0414,0.4586,0.0414,1
night,15760,0,0.0338,0.4662,0.0338,1
night,15770,0,0.0213,0.4787,0.0213,1
night,15780,0,0.0221,0.4779,0.0221,1
night,15790,0,0.0212,0.4788,0.0212,1
night,15800,0,0.0209,0.4791,0.0209,1
night,15810,0,0.0204,0.4796,0.0204,1
night,15820,0,0.0449,0.4551,0.0449,1
night,15830,0,0.0463,0.4537,0.0463,1
night,15840,0,0.0385,0.4615,0.0385,1
night,15850,0,0.0448,0.4552,0.0448,1
night,15860,0,0.0785,0.4215,0.0785,1
night,15870,0,0.0676,0.4324,0.0676,1
night,15880,0,0.0213,0.4787,0.0213,1
night,15890,0,0.0195,0.4805,0.0195,1
night,15900,0,0.0149,0.4851,0.0149,1
night,15910,0,0.0217,0.4783,0.0217,1
night,15920,0,0.0179,0.4821,0.0179,1
night,15930,0,0.0182,0.4818,0.0182,1
night,15940,0,0.0181,0.4819,0.0181,1
night,15950,0,0.0181,0.4819,0.0181,1
night,15960,0,0.0182,0.4818,0.0182,1
night,15970,0,0.0207,0.4793,0.0207,1
night,15980,0,0.0277,0.4723,0.0277,1
night,15990,0,0.0259,0.4741,0.0259,1
night,16000,0,0.0439,0.4561,0.0439,1
night,16010,0,0.0436,0.4564,0.0436,1
night,16020,0,0.027,0.473,0.027,1
night,16030,0,0.0359,0.4641,0.0359,1
night,16040,0,0.035,0.465,0.035,1
night,16050,0,0.035,0.465,0.035,1
night,16060,0,0.035,0.465,0.035,1
night,16070,0,0.035,0.465,0.035,1
night,16080,0,0.035,0.465,0.035,1
night,16090,0,0.035,0.465,0.035,1
night,16100,0,0.0349,0.4651,0.0349,1
night,16110,0,0.0283,0.4717,0.0283,1
night,16120,0,0.0482,0.4518,0.0482,1
night,16130,0,0.0361,0.4639,0.0361,1
night,16140,0,0.0285,0.4715,0.0285,1
night,16150,0,0.0508,0.4492,0.0508,1
night,16160,0,0.0838,0.4162,0.0838,1
night,16170,0,0.0291,0.4709,0.0291,1
night,16180,0,0.02,0.48,0.02,1
night,16190,0,0.041,0.459,0.041,1
night,16200,0,0.0222,0.4778,0.0222,1
night,16210,0,0.0066,0.4934,0.0066,1
night,16220,0,0.0178,0.4822,0.0178,1
night,16230,0,0.0209,0.4791,0.0209,1
night,16240,0,0.0234,0.4766,0.0234,1
night,16250,0,0.0236,0.4764,0.0236,1
night,16260,0,0.0238,0.4762,0.0238,1
night,16270,0,0.0238,0.4762,0.0238,1
night,16280,0,0.0239,0.4761,0.0239,1
night,16290,0,0.024,0.476,0.024,1
night,16300,0,0.0238,0.4762,0.0238,1
night,16310,0,0.0238,0.4762,0.0238,1
night,16320,0,0.024,0.476,0.024,1
night,16330,0,0.024,0.476,0.024,1
night,16340,0,0.0238,0.4762,0.0238,1
night,16350,0,0.0238,0.4762,0.0238,1
night,16360,0,0.0238,0.4762,0.0238,1
night,16370,0,0.0237,0.4763,0.0237,1
night,16380,0,0.0238,0.4762,0.0238,1
night,16390,0,0.0238,0.4762,0.0238,1
night,16400,0,0.0239,0.4761,0.0239,1
night,16410,0,0.0239,0.4761,0.0239,1
night,16420,0,0.0239,0.4761,0.0239,1
night,16430,0,0.0238,0.4762,0.0238,1
night,16440,0,0.0236,0.4764,0.0236,1
night,16450,0,0.0221,0.4779,0.0221,1
night,16460,0,0.0209,0.4791,0.0209,1
night,16470,0,0.0203,0.4797,0.0203,1
night,16480,0,0.0211,0.4789,0.0211,1
night,16490,0,0.0176,0.4824,0.0176,1
night,16500,0,0.0237,0.4763,0.0237,1
night,16510,0,0.024,0.476,0.024,1
night,16520,0,0.0244,0.4756,0.0244,1
night,16530,0,0.0244,0.4756,0.0244,1
night,16540,0,0.0242,0.4758,0.0242,1
night,16550,0,0.0245,0.4755,0.0245,1
night,16560,0,0.0169,0.4831,0.0169,1
night,16570,0,0.0143,0.4857,0.0143,1
night,16580,0,0.042,0.458,0.042,1
night,16590,0,0.0283,0.4717,0.0283,1
night,16600,0,0.0472,0.4528,0.0472,1
night,16610,0,0.0457,0.4543,0.0457,1
night,16620,0,0.042,0.458,0.042,1
night,16630,0,0.0698,0.4302,0.0698,1
night,16640,0,0.0294,0.4706,0.0294,1
night,16650,0,0.0474,0.4526,0.0474,1
night,16660,1,0.0521,0.4479,0.0521,1
night,16670,1,0.0545,0.4455,0.0545,1
night,16680,1,0.0642,0.4358,0.0642,1
night,16690,0,0.0626,0.4374,0.0626,1
night,16700,0,0.062,0.438,0.062,1
night,16710,0,0.0548,0.4452,0.0548,1
night,16720,0,0.0336,0.4664,0.0336,1
night,16730,0,0.0931,0.4069,0.0931,1
night,16740,0,0.0901,0.4099,0.0901,1
night,16750,0,0.0557,0.4443,0.0557,1
night,16760,0,0.0213,0.4787,0.0213,1
night,16770,0,0.018,0.482,0.018,1
night,16780,0,0.0217,0.4783,0.0217,1
night,16790,0,0.0436,0.4564,0.0436,1
night,16800,1,0.0231,0.4769,0.0231,1
night,16810,1,0.0397,0.4603,0.0397,1
night,16820,0,0.0373,0.4627,0.0373,1
night,16830,0,0.0234,0.4766,0.0234,1
night,16840,0,0.0567,0.4433,0.0567,1
night,16850,0,0.0147,0.4853,0.0147,1
night,16860,0,0.0129,0.4871,0.0129,1
night,16870,0,0.0225,0.4775,0.0225,1
night,16880,0,0.0181,0.4819,0.0181,1
night,16890,0,0.019,0.481,0.019,1
night,16900,0,0.0237,0.4763,0.0237,1
night,16910,0,0.0282,0.4718,0.0282,1
night,16920,0,0.0321,0.4679,0.0321,1
night,16930,0,0.0273,0.4727,0.0273,1
night,16940,0,0.023,0.477,0.023,1
night,16950,0,0.023,0.477,0.023,1
night,16960,0,0.023,0.477,0.023,1
night,16970,0,0.023,0.477,0.023,1
night,16980,0,0.023,0.477,0.023,1
night,16990,0,0.023,0.477,0.023,1
night,17000,0,0.023,0.477,0.023,1
night,17010,0,0.023,0.477,0.023,1
night,17020,0,0.0245,0.4755,0.0245,1
night,17030,0,0.0232,0.4768,0.0232,1
night,17040,1,0.0213,0.4787,0.0213,1
night,17050,1,0.019,0.481,0.019,1
night,17060,1,0.0239,0.4761,0.0239,1
night,17070,1,0.0206,0.4794,0.0206,1
night,17080,1,0.0184,0.4816,0.0184,1
night,17090,1,0.0192,0.4808,0.0192,1
night,17100,1,0.0202,0.4798,0.0202,1
night,17110,1,0.0218,0.4782,0.0218,1
night,17120,1,0.0216,0.4784,0.0216,1
night,17130,1,0.0225,0.4775,0.0225,1
night,17140,1,0.0241,0.4759,0.0241,1
night,17150,1,0.0215,0.4785,0.0215,1
night,17160,1,0.0291,0.4709,0.0291,1
night,17170,0,0.0324,0.4676,0.0324,1
night,17180,0,0.0742,0.4258,0.0742,1
night,17190,0,0.0906,0.4094,0.0906,1
night,17200,0,0.1345,0.3655,0.1345,1
night,17210,0,0.0638,0.4362,0.0638,1
night,17220,0,0.0484,0.4516,0.0484,1
night,17230,0,0.0213,0.4787,0.0213,1
night,17240,0,0.0289,0.4711,0.0289,1
night,17250,0,0.0149,0.4851,0.0149,1
night,17260,0,0.0408,0.4592,0.0408,1
night,17270,0,0.1346,0.3654,0.1346,1
night,17280,0,0.0774,0.4226,0.0774,1
night,17290,0,0.0963,0.4037,0.0963,1
night,17300,0,0.0805,0.4195,0.0805,1
night,17310,0,0.0724,0.4276,0.0724,1
night,17320,0,0.0494,0.4506,0.0494,1
night,17330,0,0.0913,0.4087,0.0913,1
night,17340,1,0.0527,0.4473,0.0527,1
night,17350,1,0.0381,0.4619,0.0381,1
night,17360,0,0.0302,0.4698,0.0302,1
night,17370,0,0.0221,0.4779,0.0221,1
night,17380,0,0.0522,0.4478,0.0522,1
night,17390,0,0.0241,0.4759,0.0241,1
night,17400,0,0.054,0.446,0.054,1
night,17410,1,0.0597,0.4403,0.0597,1
night,17420,1,0.0355,0.4645,0.0355,1
night,17430,0,0.0327,0.4673,0.0327,1
night,17440,1,0.037,0.463,0.037,1
night,17450,0,0.0396,0.4604,0.0396,1
night,17460,0,0.0631,0.4369,0.0631,1
night,17470,0,0.0367,0.4633,0.0367,1
night,17480,0,0.0319,0.4681,0.0319,1
night,17490,0,0.041,0.459,0.041,1
night,17500,0,0.0174,0.4826,0.0174,1
night,17510,0,0.0486,0.4514,0.0486,1
night,17520,0,0.0816,0.4184,0.0816,1
night,17530,0,0.0746,0.4254,0.0746,1
night,17540,0,0.0858,0.4142,0.0858,1
night,17550,0,0.0675,0.4325,0.0675,1
night,17560,0,0.0256,0.4744,0.0256,1
night,17570,0,0.0295,0.4705,0.0295,1
night,17580,0,0.019,0.481,0.019,1
night,17590,0,0.021,0.479,0.021,1
night,17600,1,0.0201,0.4799,0.0201,1
night,17610,1,0.0208,0.4792,0.0208,1
night,17620,1,0.03,0.47,0.03,1
night,17630,1,0.032,0.468,0.032,1
night,17640,1,0.0501,0.4499,0.0501,1
night,17650,1,0.0463,0.4537,0.0463,1
night,17660,1,0.0388,0.4612,0.0388,1
night,17670,1,0.0458,0.4542,0.0458,1
night,17680,1,0.0494,0.4506,0.0494,1
night,17690,1,0.0488,0.4512,0.0488,1
night,17700,1,0.0429,0.4571,0.0429,1
night,17710,0,0.0352,0.4648,0.0352,1
night,17720,0,0.0219,0.4781,0.0219,1
night,17730,0,0.0561,0.4439,0.0561,1
night,17740,0,0.0525,0.4475,0.0525,1
night,17750,0,0.051,0.449,0.051,1
night,17760,0,0.0463,0.4537,0.0463,1
night,17770,0,0.0266,0.4734,0.0266,1
night,17780,0,0.0249,0.4751,0.0249,1
night,17790,0,0.0431,0.4569,0.0431,1
night,17800,1,0.0436,0.4564,0.0436,1
night,17810,1,0.0455,0.4545,0.0455,1
night,17820,1,0.0153,0.4847,0.0153,1
night,17830,1,0.0197,0.4803,0.0197,1
night,17840,1,0.0144,0.4856,0.0144,1
night,17850,0,0.0134,0.4866,0.0134,1
night,17860,0,0.0106,0.4894,0.0106,1
night,17870,0,0.0137,0.4863,0.0137,1
night,17880,0,0.0136,0.4864,0.0136,1
night,17890,0,0.0137,0.4863,0.0137,1
night,17900,0,0.0135,0.4865,0.0135,1
night,17910,0,0.0132,0.4868,0.0132,1
night,17920,0,0.0124,0.4876,0.0124,1
night,17930,0,0.0134,0.4866,0.0134,1
night,17940,0,0.0454,0.4546,0.0454,1
night,17950,0,0.0173,0.4827,0.0173,1
night,17960,0,0.0567,0.4433,0.0567,1
night,17970,0,0.0384,0.4616,0.0384,1
night,17980,0,0.0178,0.4822,0.0178,1
night,17990,1,0.0295,0.4705,0.0295,1
night,18000,1,0.0244,0.4756,0.0244,1
night,18010,1,0.0394,0.4606,0.0394,1
night,18020,1,0.0369,0.4631,0.0369,1
night,18030,1,0.0421,0.4579,0.0421,1
night,18040,1,0.0393,0.4607,0.0393,1
night,18050,1,0.0328,0.4672,0.0328,1
night,18060,1,0.0379,0.4621,0.0379,1
night,18070,1,0.0269,0.4731,0.0269,1
night,18080,1,0.0268,0.4732,0.0268,1
night,18090,1,0.0269,0.4731,0.0269,1
night,18100,1,0.0298,0.4702,0.0298,1
night,18110,1,0.0319,0.4681,0.0319,1
night,18120,1,0.026,0.474,0.026,1
night,18130,1,0.0453,0.4547,0.0453,1
night,18140,0,0.0336,0.4664,0.0336,1
night,18150,0,0.0552,0.4448,0.0552,1
night,18160,0,0.069,0.431,0.069,1
night,18170,0,0.0257,0.4743,0.0257,1
night,18180,0,0.0419,0.4581,0.0419,1
night,18190,0,0.0456,0.4544,0.0456,1
night,18200,0,0.0868,0.4132,0.0868,1
night,18210,0,0.0772,0.4228,0.0772,1
night,18220,0,0.0788,0.4212,0.0788,1
night,18230,0,0.0788,0.4212,0.0788,1
night,18240,0,0.0814,0.4186,0.0814,1
night,18250,0,0.0779,0.4221,0.0779,1
night,18260,0,0.0725,0.4275,0.0725,1
night,18270,0,0.0718,0.4282,0.0718,1
night,18280,0,0.0614,0.4386,0.0614,1
night,18290,0,0.0711,0.4289,0.0711,1
night,18300,0,0.0853,0.4147,0.0853,1
night,18310,0,0.0788,0.4212,0.0788,1
night,18320,0,0.0758,0.4242,0.0758,1
night,18330,0,0.0687,0.4313,0.0687,1
night,18340,0,0.0692,0.4308,0.0692,1
night,18350,0,0.0783,0.4217,0.0783,1
night,18360,0,0.0901,0.4099,0.0901,1
night,18370,0,0.0788,0.4212,0.0788,1
night,18380,0,0.0788,0.4212,0.0788,1
night,18390,0,0.0789,0.4211,0.0789,1
night,18400,0,0.0737,0.4263,0.0737,1
night,18410,0,0.0781,0.4219,0.0781,1
night,18420,0,0.0675,0.4325,0.0675,1
night,18430,0,0.0748,0.4252,0.0748,1
night,18440,0,0.0703,0.4297,0.0703,1
night,18450,0,0.0705,0.4295,0.0705,1
night,18460,0,0.0963,0.4037,0.0963,1
night,18470,0,0.0744,0.4256,0.0744,1
night,18480,0,0.0741,0.4259,0.0741,1
night,18490,0,0.0751,0.4249,0.0751,1
night,18500,0,0.077,0.423,0.077,1
night,18510,0,0.0787,0.4213,0.0787,1
night,18520,0,0.071,0.429,0.071,1
night,18530,0,0.041,0.459,0.041,1
night,18540,0,0.0689,0.4311,0.0689,1
night,18550,0,0.0329,0.4671,0.0329,1
night,18560,0,0.0625,0.4375,0.0625,1
night,18570,0,0.0398,0.4602,0.0398,1
night,18580,0,0.0403,0.4597,0.0403,1
night,18590,0,0.0297,0.4703,0.0297,1
night,18600,0,0.0255,0.4745,0.0255,1
night,18610,0,0.0276,0.4724,0.0276,1
night,18620,0,0.0373,0.4627,0.0373,1
night,18630,0,0.0371,0.4629,0.0371,1
night,18640,0,0.037,0.463,0.037,1
night,18650,0,0.0373,0.4627,0.0373,1
night,18660,0,0.0379,0.4621,0.0379,1
night,18670,0,0.0412,0.4588,0.0412,1
night,18680,0,0.041,0.459,0.041,1
night,18690,0,0.0538,0.4462,0.0538,1
night,18700,0,0.0485,0.4515,0.0485,1
night,18710,0,0.0594,0.4406,0.0594,1
night,18720,0,0.0345,0.4655,0.0345,1
night,18730,0,0.0545,0.4455,0.0545,1
night,18740,0,0.0374,0.4626,0.0374,1
night,18750,0,0.0439,0.4561,0.0439,1
night,18760,0,0.0242,0.4758,0.0242,1
night,18770,0,0.0208,0.4792,0.0208,1
night,18780,0,0.0255,0.4745,0.0255,1
night,18790,0,0.0635,0.4365,0.0635,1
night,18800,0,0.0487,0.4513,0.0487,1
night,18810,0,0.0204,0.4796,0.0204,1
night,18820,0,0.0656,0.4344,0.0656,1
night,18830,0,0.0764,0.4236,0.0764,1
night,18840,1,0.0803,0.4197,0.0803,1
night,18850,1,0.0794,0.4206,0.0794,1
night,18860,1,0.0753,0.4247,0.0753,1
night,18870,1,0.0847,0.4153,0.0847,1
night,18880,1,0.0749,0.4251,0.0749,1
night,18890,1,0.06,0.44,0.06,1
night,18900,1,0.0684,0.4316,0.0684,1
night,18910,1,0.0813,0.4187,0.0813,1
night,18920,1,0.0659,0.4341,0.0659,1
night,18930,1,0.0653,0.4347,0.0653,1
night,18940,1,0.0542,0.4458,0.0542,1
night,18950,1,0.0661,0.4339,0.0661,1
